ID	location   X coord    Y coord  	Z coord
21706	a01	265.62	30.91	-153.49
21701	a01	-248.96	30.91	-154.12
21696	a01	265.31	30.91	308.8
21688	a01	-260.16	30.91	308.83
21697	a01	-436.76	17.63	-84.24
21698	a01	-424.45	17.63	-84.24
21767	a01	-464.67	32.96	-170.44
21718	a01	-426.24	32.96	-170.44
21719	a01	-343.58	20	-222.92
21699	a01	-285.36	30.93	-180.7
21721	a01	-212.86	34.33	-162.91
21700	a01	-81.84	17.43	-281.28
21720	a01	-40.03	16.6	-354.46
21704	a01	228.35	30.93	-180.8
21726	a01	473.67	16.6	-354.56
21705	a01	431.87	17.43	-281.38
21725	a01	300.84	34.33	-163.01
21724	a01	170.13	20	-223.02
21703	a01	89.26	17.63	-84.34
21702	a01	76.94	17.63	-84.34
21723	a01	87.46	32.96	-170.54
21722	a01	49.03	32.96	-170.54
21712	a01	49.03	32.96	291.98
21713	a01	87.46	32.96	291.98
21689	a01	76.94	17.63	378.19
21690	a01	89.26	17.63	378.19
21714	a01	170.13	20	239.5
21715	a01	300.84	34.33	299.52
21692	a01	431.87	17.43	181.15
21716	a01	473.67	16.6	107.96
21691	a01	228.35	30.93	281.73
21711	a01	-51.7	16.6	108.41
21688	a01	-93.51	17.43	181.59
21710	a01	-224.54	34.33	299.96
21687	a01	-297.03	30.93	282.17
21709	a01	-355.25	20	239.95
21686	a01	-424.54	17.63	212.07
21708	a01	-437.92	32.96	292.43
21707	a01	-476.34	32.96	292.43
21685	a01	-436.12	17.63	378.63
21681	a01	-448.43	17.63	378.63
21616	a01	304.46	17.92	-126.34
21615	a01	304.22	18.01	-210.29
21614	a01	187.83	17.68	-115.66
21613	a01	188.03	17.68	-220.46
21612	a01	102.18	17.67	-93.14
21611	a01	93.14	17.68	-241.47
21610	a01	363.73	17.79	-39.23
21609	a01	245.9	17.69	-85.86
21608	a01	182.11	17.66	-295.74
21607	a01	198.83	17.73	-41.57
21606	a01	68.69	30.99	-170.38
21605	a01	363.24	17.59	-306.8
21604	a01	353.27	17.61	-230.41
21603	a01	452.84	16.71	-281.74
21602	a01	423.38	17.59	-236.84
21601	a01	451.43	17.59	-211.58
21600	a01	296.11	17.54	-296.8
21599	a01	279.97	17.71	-39.76
21598	a01	339.76	3.12	-167.46
21597	a01	423.32	15	-98.65
21596	a01	255.29	30.96	-177.93
21595	a01	237.93	30.96	-177.82
21594	a01	247.45	55.17	-280.44
21593	a01	-209.8	17.71	-125.2
21592	a01	-209.58	17.66	-211.54
21591	a01	-325.78	17.73	-115.28
21590	a01	-325.47	17.73	-220.48
21589	a01	-410.82	17.72	-93.15
21588	a01	-420.57	17.73	-240.53
21587	a01	-150.36	17.84	-39.65
21586	a01	-267.98	17.74	-86.99
21585	a01	-331.46	17.7	-296.21
21584	a01	-318.34	17.78	-41.73
21583	a01	-445.41	31.04	-171.51
21582	a01	-148.77	17.64	-307.88
21581	a01	-160.35	17.66	-229.37
21580	a01	-61.05	16.75	-281.44
21579	a01	-90.25	17.64	-238.27
21578	a01	-61.48	17.64	-211.37
21577	a01	-218.05	17.58	-297.23
21576	a01	-232.72	17.76	-38.64
21575	a01	-175.08	3.16	-165.65
21574	a01	-90.38	15.05	-98.86
21573	a01	-258.6	31	-177.98
21572	a01	-276.1	31	-178
21571	a01	-266.46	55.22	-279.81
21570	a01	303.71	17.66	337.83
21569	a01	304.03	17.61	250.55
21568	a01	188.55	17.68	346.88
21567	a01	188.34	17.68	241.58
21566	a01	103.74	17.67	369.85
21565	a01	94.5	17.68	220.94
21564	a01	363.71	17.79	423.46
21563	a01	246.09	17.69	375.7
21562	a01	185.86	17.66	166.43
21561	a01	198.71	17.73	421.41
21560	a01	68.83	30.99	292.5
21559	a01	362.26	17.59	154.85
21558	a01	353.95	17.61	233.97
21557	a01	452.98	16.71	181.37
21556	a01	424.66	17.59	223.96
21555	a01	452.83	17.59	251.29
21554	a01	296.03	17.54	165.82
21553	a01	278.51	17.71	424.42
21552	a01	337.26	3.12	295.64
21551	a01	423.37	15	363.76
21550	a01	255.3	30.96	284.69
21549	a01	237.79	30.96	284.86
21548	a01	246.85	55.17	182.47
21544	a01	-221.43	17.71	337.75
21543	a01	-221.14	17.66	247.12
21542	a01	-336.34	17.73	357.28
21541	a01	-334.67	17.73	232.59
21540	a01	-421.84	17.72	369.57
21539	a01	-429.64	17.73	219.79
21538	a01	-161.51	17.84	423.28
21537	a01	-278.02	17.74	377.72
21536	a01	-344.21	17.7	167.38
21535	a01	-326.94	17.78	421.09
21526	a01	-456.72	31.04	292.73
21532	a01	-160.61	17.64	157.53
21531	a01	-171.7	17.66	234.7
21530	a01	-72.51	16.75	181.05
21529	a01	-100.74	17.64	224
21528	a01	-73.67	17.64	250.57
21527	a01	-229.39	17.58	165.75
21525	a01	-244.37	17.76	422.99
21524	a01	-184.32	3.16	296.56
21523	a01	-101.41	15.05	362.03
21534	a01	-270.26	31	284.6
21533	a01	-287.78	31	284.85
21522	a01	-278.39	55.22	181.04
21618	a01	-1.04	101.18	59.63
21617	a01	-7.31	101.18	67.82
21626	a01	424.82	17.82	-20.88
21625	a01	421.83	17.82	-20.78
21626	a01	445.13	15	-346.7
21625	a01	447.55	15	-346.74
21626	a01	66.52	17.73	-307.33
21625	a01	69.46	17.73	-307.36
21626	a01	74.48	17.73	-29.84
21625	a01	72.04	17.73	-29.85
21624	a01	-87.21	17.87	-20.11
21623	a01	-90.39	17.87	-20.06
21624	a01	-73.66	15.05	-346.65
21623	a01	-71.31	15.05	-346.71
21624	a01	-450.5	17.78	-307.18
21623	a01	-447.45	17.78	-307.26
21624	a01	-436.9	17.78	-30.17
21623	a01	-439.36	17.78	-30.21
21622	a01	424.58	17.82	441.76
21621	a01	421.79	17.82	441.7
21622	a01	437.69	15	115.89
21621	a01	440.34	15	115.77
21622	a01	60.7	17.73	155.3
21621	a01	63.49	17.73	155.32
21622	a01	72.1	17.73	432.97
21621	a01	74.37	17.73	432.86
21620	a01	-102.03	17.87	440.78
21619	a01	-103.78	17.87	440.87
21620	a01	-82.96	15.05	115.9
21619	a01	-80.37	15.05	115.85
21620	a01	-462.29	17.78	155.43
21619	a01	-458.99	17.78	155.38
21620	a01	-455.79	17.78	431.05
21619	a01	-453.62	17.78	431.11
21805	a01	-88.58	15.05	-335.43
21805	a01	-465.08	17.78	-297.21
21805	a01	-458.62	17.94	-43.52
21805	a01	-79.64	17.87	-36.92
21806	a01	425.46	15	-335.73
21806	a01	48.53	17.73	-297.6
21806	a01	55.24	17.9	-43.02
21804	a01	433.91	17.82	427.17
21806	a01	434.22	17.82	-37.02
21804	a01	54.42	17.9	420.37
21804	a01	48.69	17.73	165.67
21804	a01	426.13	15	127.37
21627	a01	-91.47	17.87	426.97
21627	a01	-471.4	17.94	420.27
21627	a01	-476.44	17.78	165.57
21627	a01	-99.96	15.05	127.27
6812	a01	-10.71	432.28	295.53
1584	a01	27.5	445.8	211.02
1567	a01	39.39	445.8	218.27
1567	a01	39.44	445.79	204.15
1567	a01	15.15	445.8	203.8
1567	a01	14.85	445.8	217.79
1295	a01	-30.26	445.8	202.34
1295	a01	-24.47	445.8	195.43
1295	a01	-11.01	445.8	203.82
1295	a01	-11.23	445.8	217.22
1295	a01	-16.57	445.8	227.62
1295	a01	-30.36	445.8	227.6
1647	a01	-3.63	431.73	273.75
1608	a01	20.85	431.73	257.51
1608	a01	9.24	431.73	290.28
1608	a01	19.73	431.73	290.14
1608	a01	-3.86	431.73	279.18
1608	a01	-4.22	431.73	267.95
1608	a01	9.94	431.73	257.36
1608	a01	45.08	432.28	262.56
1608	a01	44.96	432.28	278.35
1261	a01	86.77	443.66	266.97
1261	a01	86.68	443.44	273.8
1567	a01	90.04	443.19	340.11
1567	a01	102.34	443.19	339.9
1567	a01	96.13	443.19	346.95
1567	a01	91.67	443.75	313.76
1567	a01	100.07	443.74	313.61
1567	a01	100.95	443.76	368.09
1567	a01	91.23	443.76	368.24
1259	a01	96.38	446.01	402.29
1259	a01	82.56	446.01	410.32
1259	a01	82.92	446.01	394.21
1261	a01	35.76	445.98	407.25
1260	a01	45.01	445.98	406.43
1260	a01	44.34	445.98	395.25
1260	a01	27.74	445.98	405.51
1260	a01	27.75	445.98	394.98
1259	a01	-62.35	445.9	393.11
1259	a01	-19.23	446.4	394.49
1259	a01	-19.19	446.4	407.4
1259	a01	-45.9	446.33	381.58
1259	a01	-31.53	446.42	381.72
1295	a01	-80.8	445.88	354.16
1295	a01	-83.24	445.88	356.2
1295	a01	-83.2	445.88	352.02
1295	a01	-83.22	445.88	354.09
1185	a01	-46.64	445.87	351.57
1185	a01	-38.87	445.85	316.98
1185	a01	-30.51	445.85	317.28
1185	a01	-26.29	459.58	280.38
1185	a01	-26.66	459.32	263.92
1185	a01	-41.64	459.97	268.96
1185	a01	-41.65	459.97	276.1
1260	a01	-157.08	459.12	270.83
1260	a01	-157.03	459.12	275.94
1259	a01	-182.34	459.1	297.63
1260	a01	-189.07	458.85	254.41
1628	a01	-198.22	453.75	230.16
1628	a01	-205.14	453.76	230.21
1608	a01	-223.44	450.06	311.43
1608	a01	-216.42	450.09	311.22
1608	a01	-223.27	458.54	258.26
1608	a01	-216.51	458.53	258.23
1628	a01	-205.39	446.26	207.7
1295	a01	-139.3	445.88	209.51
1295	a01	-131.67	445.87	216.93
1295	a01	-148.27	445.87	217.12
1295	a01	-150.14	446.05	182.07
1295	a01	-158.41	446.05	182.14
1259	a01	-147.04	445.84	144.72
1259	a01	-154.95	445.84	144.71
1259	a01	-162.91	445.84	144.57
1586	a01	-199.99	445.88	140.5
1586	a01	-200.12	445.88	148.89
1608	a01	-270.4	445.92	136.44
1628	a01	-286.6	446.33	145.59
1631	a01	-289.79	446.12	147.99
1631	a01	-289.61	446.2	143.07
1628	a01	-244.03	446.15	164.56
1628	a01	-258.04	446.12	164.56
1631	a01	-230.62	446.12	137.12
1631	a01	-230.67	446.06	151.93
1628	a01	-228.1	445.87	200.2
1628	a01	-259.65	445.87	204.14
1628	a01	-251.19	445.87	191.53
1645	a01	-262.49	453.43	230.82
1645	a01	-255.48	453.36	230.58
1647	a01	-252.91	459.18	269.45
1645	a01	-253.15	459.18	260.92
1645	a01	-263.6	459.18	260.96
1645	a01	-252.86	459.18	278.68
1645	a01	-264.87	459.18	278.97
1645	a01	-263.34	453.9	310.56
1645	a01	-256.27	453.89	310.51
6771	a01	-255.52	445.92	409.73
1261	a01	-279.81	446.57	398.04
1261	a01	-281.97	446.47	400.05
1261	a01	-281.96	446.48	395.92
1584	a01	-248.77	446.07	367.37
1584	a01	-240.54	446.08	367.47
1261	a01	-225.39	446.43	390.91
1261	a01	-225.19	446.41	405.89
1261	a01	-112.92	445.92	390.08
1259	a01	-119.76	446.5	416.9
1259	a01	-140.16	446.51	416.76
1259	a01	-102.03	446.49	390.52
1259	a01	-102.02	446.49	405.76
1259	a01	-159.35	446.36	403.93
1259	a01	-159.56	446.35	393.99
1295	a01	-145.01	445.87	341.48
1295	a01	-134.22	445.87	341.59
1295	a01	-148.13	445.87	326.29
1295	a01	-130.64	445.87	326.49
1295	a01	-143.42	452.76	244.6
1295	a01	-135.2	452.76	244.64
1185	a01	-118.88	459.13	269.51
1185	a01	-118.2	459.13	276.29
1295	a01	-74.24	459.14	285.45
1295	a01	-87.28	459.14	285.37
1295	a01	-80.62	459.14	273.43
1295	a01	-91.39	459.14	261.92
1295	a01	-70.78	459.14	262.3
1112	a01	-86.32	465.41	243.24
1112	a01	-75.24	465.42	243.06
1112	a01	-86.41	471.63	223.46
1112	a01	-75.26	471.65	223.23
1131	a01	-86.11	479.63	198.02
1131	a01	-75.77	479.68	198.36
1185	a01	-135.77	452.93	299.58
1185	a01	-143	452.91	299.65
1584	a01	88.84	445.78	229.95
1584	a01	86.58	445.78	219.59
1584	a01	104.21	445.78	230.28
1584	a01	95.37	445.78	211.53
1628	a01	119.77	444.89	167.28
1628	a01	131.11	444.89	166.6
1628	a01	121.17	444.89	150.89
1628	a01	131.03	444.89	150.73
1645	a01	131.91	444.89	158.87
1584	a01	121.7	445.77	196.17
1584	a01	128.6	445.74	189.43
1584	a01	140.95	445.78	216.48
4284	a01	133.22	443.16	114
1645	a01	144.43	443.72	113.31
1645	a01	144.29	443.73	99.17
1647	a01	89.36	443.77	112.28
1647	a01	89.18	443.77	99.35
1647	a01	106.74	443.78	87.73
1584	a01	21.16	446.01	164.56
1584	a01	34.04	445.99	164.75
1584	a01	7.02	446.12	137.73
1584	a01	6.99	446.02	151.58
1584	a01	61.41	446.22	145.05
1584	a01	64.34	446.19	149.23
1584	a01	64.17	446.26	140.66
1584	a01	46.54	446.37	126.7
1584	a01	26.05	446.37	126.74
1628	a01	-19.05	445.72	151.44
1628	a01	-19.14	445.72	137.86
1628	a01	-27.38	445.72	131.97
1628	a01	-27.24	445.72	157.07
21677	a01	469.37	0.1	-235.29
21676	a01	414.57	0.1	-235.69
21675	a01	366.82	0.1	-215.12
21674	a01	308.17	0.1	-111.98
21673	a01	271.98	0.1	-112.29
21672	a01	174.83	0.1	-98.03
21671	a01	220.13	0.1	-56.7
21670	a01	68.96	0.1	-249.28
21669	a01	-50.4	0.1	-239.72
21668	a01	-98.71	0.1	-235.36
21667	a01	-147.36	0.1	-215.11
21666	a01	-292.32	0.1	-57.09
21665	a01	-238.46	0.1	-110.3
21664	a01	-293.62	0.1	-28
21663	a01	-340.73	0.1	-101.97
21662	a01	-445.07	0.1	-249.32
21661	a01	387.36	0.1	180.65
21660	a01	468.27	0.1	227.68
21659	a01	418.09	0.1	227.22
21658	a01	364.03	0.1	247.76
21657	a01	305.49	0.1	351.31
21656	a01	220.72	0.1	436.1
21655	a01	171.47	0.1	360.28
21654	a01	64.61	0.1	217.27
21639	a01	-158.14	0.1	248
21638	a01	-111.12	0.1	227.32
21637	a01	-138.65	0.1	181.11
21636	a01	-305.8	0.1	406.31
21635	a01	-306.06	0.1	434.75
21634	a01	-356.02	0.1	359.86
21633	a01	-250	0.1	352.86
21632	a01	-458.07	0.1	213.69
20813	a02	88.26	218.8	49.46
6770	a02	328.79	223.03	-327.72
4345	a02	87.5	218.8	-17.84
4345	a02	87.55	218.8	-23.88
3883	a02	58	220.11	60.12
1445	a02	62.78	220.11	58.4
1445	a02	53.1	220.11	58.38
1445	a02	57.62	218.8	31.6
4345	a02	73.7	220.11	58.24
4345	a02	43.21	220.11	58.44
1445	a02	27.58	218.8	54.04
1445	a02	40.25	218.8	31.19
1445	a02	76.86	218.8	30.9
1445	a02	49.03	218.8	16.27
1445	a02	66.97	218.8	16.03
994	a02	-7.01	218.8	-20.8
994	a02	-17.37	218.8	2.67
994	a02	-20.92	218.8	2.63
994	a02	-21.52	218.8	-28.54
4345	a02	57.98	218.8	-20.8
1445	a02	66.69	218.8	-10.64
1445	a02	49.19	218.8	-10.7
994	a02	-28.37	218.8	-50.5
994	a02	-28.39	218.8	-71.14
994	a02	-3.74	218.8	-51.09
994	a02	6.39	218.8	-43.55
994	a02	137.62	218.8	3.15
994	a02	133.29	218.8	3.3
994	a02	137.82	218.8	-30.29
994	a02	123.42	218.8	-20.73
994	a02	107.29	218.8	-46.05
994	a02	144.57	218.8	-71.21
994	a02	144.51	218.8	-50.66
994	a02	124.92	218.8	-50.95
1482	a02	57.88	218.8	-51.36
1482	a02	96.66	218.8	-66.07
1482	a02	79.22	218.8	-66.1
1482	a02	38.42	218.8	-67.21
1482	a02	20.92	218.8	-67.2
1422	a02	66.48	218.8	-88.3
1482	a02	21.25	218.8	-99.22
1422	a02	72.21	218.8	-119.2
1422	a02	38.68	218.8	-110.35
1422	a02	52.11	218.8	-103.12
1422	a02	85.02	218.8	-79.2
1443	a02	102.86	218.8	-180.68
1443	a02	85.61	218.8	-141.44
1443	a02	81.46	218.8	-153.47
1443	a02	81.26	218.8	-164.36
1443	a02	62.5	218.8	-159.25
1443	a02	51.07	218.8	-135.43
1443	a02	39.03	218.8	-151.64
1443	a02	7.35	218.8	-150.02
1443	a02	18.74	218.8	-178.79
1443	a02	17.53	218.8	-172.01
1443	a02	17.48	218.8	-157.52
1440	a02	51.53	218.82	-183.42
1445	a02	339.35	218.77	-279.56
1445	a02	318.81	218.77	-279.29
1445	a02	314.72	223.03	-338.81
1445	a02	322.49	223.03	-338.79
1445	a02	335.19	223.03	-338.63
1445	a02	342.75	223.03	-338.24
4345	a02	314.57	218.77	-309.47
4345	a02	342.25	218.77	-309.22
1445	a02	330.49	218.77	-173.28
1445	a02	327.44	218.77	-173.26
4345	a02	350.5	218.77	-178.19
4345	a02	307.48	218.77	-178.06
4345	a02	329.02	218.77	-235.51
4345	a02	328.96	218.77	-228.31
1445	a02	329.02	218.77	-231.9
1482	a02	202.97	218.77	-205.55
1482	a02	214.92	218.77	-238.16
1482	a02	215.12	218.77	-225.67
1482	a02	179.77	218.77	-205.65
